,algo,ovlp-P,ovlp-R,ovlp-F,sovl-P,sovl-R,sovl-F,dtct-P,dtct-R,dtct-F
0,seqRecur,0.8836469042085618,0.819813533921282,0.842626452223138,0.8833182982924073,0.824977176214922,0.8460056887039694,0.3616977225672881,0.5764771460423634,0.426912830758985
0,seqRecur+,0.9248073495768309,0.859650321635758,0.8857725513126798,0.9233461841898917,0.8618502271567047,0.8864567873922552,0.5488891543239368,0.6560200668896319,0.586109783935871
0,seqRecurS,0.9037836192284211,0.28190021825385553,0.4237552833888472,0.9034190707334379,0.7301451973557547,0.786470359030779,0.5652173913043478,0.2274247491638797,0.32140468227424773
0,highlighter,0.835726867335563,0.24906103459588,0.37833385835429206,0.8336053511705687,0.5441366146473904,0.6329280501748275,0.24414715719063546,0.09364548494983271,0.13422519509476033
0,refraiD,0.5069489600951919,0.12751686487068434,0.20039747865579444,0.5048035319992666,0.3128588823068304,0.3649586539924337,0.2608695652173913,0.0981047937569676,0.14147157190635454
0,scluster,0.6865898874689145,0.7427238827150874,0.6660664499998824,0.6509880771490303,0.7489991430064469,0.6477407111499488,0.2797026552043276,0.42001114827201774,0.3043959409520051
0,sf,0.8415593170324328,0.8116660894055276,0.8084842483347217,0.7959987911316689,0.8689164837070271,0.8049485068700595,0.6047937569676699,0.5477703455964326,0.5652810957158786
0,olda,0.8798948620898326,0.8464226724928732,0.8495915307518086,0.8430210171714531,0.8837033949656314,0.8442895357582831,0.6514492753623188,0.6042363433667785,0.6165843818017736
0,foote,0.8565513754979026,0.8070197842661518,0.8165963953211532,0.8290900983147014,0.8397521776405031,0.814643666710626,0.41454849498327756,0.3991081382385729,0.40113075330466635
0,scluster+,0.8806972044238741,0.8719495429751961,0.8618397540679746,0.8565621819767403,0.9095541314806287,0.8652235695055438,0.7028985507246377,0.6395763656633221,0.6598184424271382
0,sf+,0.873786033682266,0.8582526313472998,0.8555725345009909,0.8351706758981919,0.9050787351109449,0.852499954542268,0.6602564102564102,0.5963768115942027,0.6199315177576049
0,olda+,0.9107202140131305,0.9146949476452987,0.9077648492742022,0.886443520024203,0.9316220388105895,0.9004648468200755,0.7045707915273132,0.6697324414715716,0.6826564739608221
0,cnmf,0.6502115573306195,0.6601962329966206,0.6193106968857861,0.622347265645058,0.6981320236894641,0.6204993271469589,0.16558767319636886,0.21293199554069117,0.1729103301009655
0,cnmf+,0.8782776697944903,0.8556541980838066,0.8548845046964253,0.8571052481793519,0.8875205762840837,0.8593054877171223,0.45763656633221844,0.43288740245261964,0.44178213091256574
0,foote+,0.8858920417014509,0.8844025165318624,0.877648730740602,0.8694020256580917,0.8987433063628016,0.8751244062251923,0.4930323299888517,0.4704570791527312,0.478428093645485
0,gtBoundary,0.9972573146057818,0.9968954765049447,0.9970755766336816,0.9972573146057818,0.9968954765049447,0.9970755766336816,1.0,1.0,1.0
