,title,algo,ovlp-P,ovlp-R,ovlp-F,sovl-P,sovl-R,sovl-F,dtct-P,dtct-R,dtct-F
0,4 Non Blondes - What's Up,seqRecur,1.0,0.9463340002353775,0.9724271375015119,1.0,0.9463340002353775,0.9724271375015119,1.0,1.0,1.0
1,A Great Big World、Christina Aguilera - Say Something,seqRecur,0.9329608938547485,0.8423364790107383,0.8853356135100467,0.9329608938547485,0.8423364790107383,0.8853356135100467,0.42857142857142855,1.0,0.6
2,A-Lin - 有一种悲伤,seqRecur,0.7016831980763452,0.36207832493214426,0.477671492147936,0.7016831980763452,0.36207832493214426,0.477671492147936,0.16666666666666666,0.5,0.25
3,A-Lin - 给我一个理由忘记,seqRecur,0.8895979578813016,0.6015102481121898,0.7177242888402625,0.8895979578813016,0.6015102481121898,0.7177242888402625,0.0,0.0,0.0
4,AGA - Wonderful U (Demo Version),seqRecur,0.9480933115262117,0.8771901879579483,0.9112646340958921,0.9480933115262117,0.8771901879579483,0.9112646340958921,0.0,0.0,0.0
5,Adam Lambert - Mad World,seqRecur,0.9780141843971634,0.8054906542056076,0.883408071748879,0.9780141843971634,0.8054906542056076,0.883408071748879,0.3333333333333333,0.5,0.4
6,Adam Lambert - Trespassing,seqRecur,0.803590146750524,0.9552959501557632,0.8729006547110731,0.803590146750524,0.9552959501557632,0.8729006547110731,1.0,1.0,1.0
7,Adam Lambert - Whataya Want from Me,seqRecur,0.7863756613756613,0.832341617080854,0.8087060023805475,0.7863756613756613,0.832341617080854,0.8087060023805475,0.2,0.3333333333333333,0.25
8,Adam Levine - Lost Stars,seqRecur,0.7246264312051235,0.8487328105466531,0.7817848730698772,0.7246264312051235,0.8487328105466531,0.7817848730698772,0.0,0.0,0.0
9,Adele - Chasing Pavements,seqRecur,0.9060647040466036,0.7175811501071017,0.8008827180359523,0.9060647040466036,0.7175811501071017,0.8008827180359523,0.0,0.0,0.0
10,Adele - Hello,seqRecur,0.8792013116289964,0.8971677820267687,0.8880936890045543,0.8792013116289964,0.8971677820267687,0.8880936890045543,0.3333333333333333,1.0,0.5
11,Adele - Make You Feel My Love,seqRecur,0.8949065119277884,0.76452767832553,0.8245952769939103,0.8949065119277884,0.8523180841264965,0.873093253656235,0.3333333333333333,0.3333333333333333,0.3333333333333333
12,Adele - Rolling In The Deep,seqRecur,0.9091627172195891,0.8560348491287714,0.8817992776622522,0.9091627172195891,0.8560348491287714,0.8817992776622522,0.42857142857142855,1.0,0.6
13,Adele - When We Were Young,seqRecur,0.9054409304548714,0.7576828211452573,0.8249981853814331,0.9054409304548714,0.7576828211452573,0.8249981853814331,0.16666666666666666,0.3333333333333333,0.2222222222222222
14,Aimer - 7月の翼 (7月之翼),seqRecur,0.8768844221105527,0.7898161244695897,0.8310760529840749,0.8768844221105527,0.7898161244695897,0.8310760529840749,0.0,0.0,0.0
15,Alicia Keys - If I Ain't Got You,seqRecur,0.8090173922676416,1.0,0.8944274341702388,0.8090173922676416,1.0,0.8944274341702388,1.0,1.0,1.0
16,Ariana Grande、2 Chainz - 7 rings (Remix Explicit),seqRecur,0.8284808873044168,0.7710599078341016,0.7987397364903573,0.8284808873044168,0.7710599078341016,0.7987397364903573,0.3333333333333333,0.3333333333333333,0.3333333333333333
17,Ariana Grande、Nicki Minaj、Jessie J - Bang Bang,seqRecur,0.8083953960731212,0.8924600579276837,0.8483502819841023,0.8083953960731212,0.8924600579276837,0.8483502819841023,0.25,0.3333333333333333,0.28571428571428575
18,Ariana Grande、Social House - boyfriend,seqRecur,0.5984226878037121,0.7907368421052632,0.6812678547136444,0.5673544172707718,0.7496842105263158,0.645898517208543,0.25,0.3333333333333333,0.28571428571428575
19,Backstreet Boys - All I Have to Give,seqRecur,0.9077378570857005,0.8747012105790734,0.8909133746956728,0.9077378570857005,0.8747012105790734,0.8909133746956728,0.16666666666666666,0.3333333333333333,0.2222222222222222
20,Backstreet Boys - Anywhere for You (LP Version),seqRecur,0.8675317058866653,0.7366782868525897,0.7967682208382428,0.8008210541749138,0.6800298804780877,0.7354990742299276,0.14285714285714285,0.3333333333333333,0.2
21,Backstreet Boys - As Long As You Love Me (Radio Version),seqRecur,0.7924635485703466,0.8425609019528889,0.8167447306791568,0.7924635485703466,0.8425609019528889,0.8167447306791568,0.6666666666666666,0.6666666666666666,0.6666666666666666
22,Backstreet Boys - Climbing The Walls (original),seqRecur,0.8426914580265097,0.8670328629605077,0.8546888857769688,0.8426914580265097,0.8670328629605077,0.8546888857769688,0.75,1.0,0.8571428571428571
23,Backstreet Boys - Color My World,seqRecur,0.8095724614900974,0.8971433548162341,0.8511112947203172,0.8095724614900974,0.8971433548162341,0.8511112947203172,0.5,0.6666666666666666,0.5714285714285715
24,Backstreet Boys - Darlin',seqRecur,0.852707962900668,0.9106959556559227,0.8807485171121534,0.8046518333413427,0.8593717922397863,0.8311121038393765,0.2,0.25,0.22222222222222224
25,Backstreet Boys - Get Down (You're the One for Me),seqRecur,0.7096774193548387,0.8288713483603222,0.7646573080099092,0.7096774193548387,0.8288713483603222,0.7646573080099092,0.0,0.0,0.0
26,Billie Eilish - bad guy,seqRecur,1.0,0.22311468094600628,0.3648303538854433,1.0,0.32499187520311995,0.49055678194751046,0.0,0.0,0.0
27,Britney Spears - (You Drive Me) Crazy,seqRecur,1.0,0.7117681449929006,0.8316174676750427,1.0,0.7117681449929006,0.8316174676750427,0.0,0.0,0.0
28,Britney Spears - Born To Make You Happy,seqRecur,0.7488030888030887,0.9576338139443015,0.8404402842780375,0.7488030888030887,0.9576338139443015,0.8404402842780375,0.3333333333333333,0.6666666666666666,0.4444444444444444
29,Britney Spears - Don't Let Me Be the Last to Know,seqRecur,0.9499820938283395,0.9189376443418015,0.9342020308739802,0.9499820938283395,0.9189376443418015,0.9342020308739802,1.0,1.0,1.0
30,Britney Spears - E-Mail My Heart,seqRecur,0.9733188720173535,0.7921963276836156,0.8734670040879889,0.9733188720173535,0.7921963276836156,0.8734670040879889,0.25,0.3333333333333333,0.28571428571428575
31,Britney Spears - Stronger [Miguel 'Migs' Vocal Edit],seqRecur,0.6013558201058201,0.271498954911914,0.37409997942810125,0.6013558201058201,0.271498954911914,0.37409997942810125,0.0,0.0,0.0
32,Britney Spears - Toxic (Bloodshy & Avant's Intoxicated Remix),seqRecur,0.8775553213909377,0.618768110557991,0.7257832585297834,0.8775553213909377,0.618768110557991,0.7257832585297834,0.2,0.25,0.22222222222222224
33,Britney Spears - ___Baby One More Time,seqRecur,0.7481963124610316,0.7804515469664592,0.7639836289222375,0.6345417297586178,0.6618972405463162,0.647930877671669,0.2857142857142857,0.5,0.36363636363636365
34,Bruno Major - Easily,seqRecur,0.9096347104801403,1.0,0.9526792799565634,0.9096347104801403,1.0,0.9526792799565634,1.0,1.0,1.0
35,Bruno Major - Home,seqRecur,0.767812832328961,0.41092771770062597,0.5353435491843794,0.767812832328961,0.41092771770062597,0.5353435491843794,0.0,0.0,0.0
36,Bruno Mars - 24K Magic,seqRecur,0.9520084072863146,0.8503337505214851,0.8983032172763331,0.9520084072863146,0.8503337505214851,0.8983032172763331,0.75,0.75,0.75
37,Bruno Mars - Just the Way You Are,seqRecur,0.8163535326806033,0.8073802669458259,0.8118421052631579,0.8163535326806033,0.8073802669458259,0.8118421052631579,0.0,0.0,0.0
38,Bruno Mars - That's What I Like,seqRecur,0.8742065171392297,0.926864834548514,0.8997658844667067,0.8742065171392297,0.926864834548514,0.8997658844667067,0.5,0.6666666666666666,0.5714285714285715
39,"CHVRCHES,Hayley Williams - Bury It",seqRecur,0.8406050029086676,0.6023343059608164,0.7017969888295285,0.8406050029086676,0.6023343059608164,0.7017969888295285,0.0,0.0,0.0
40,CNBLUE - Love Girl,seqRecur,0.9828497591918242,0.8992906276870163,0.939215356120559,0.9828497591918242,0.8992906276870163,0.939215356120559,0.6666666666666666,0.6666666666666666,0.6666666666666666
41,CNBLUE - 외톨이야 (孤独啊),seqRecur,0.8942550505050505,0.7463774479669798,0.813651811784979,0.8942550505050505,0.7463774479669798,0.813651811784979,0.0,0.0,0.0
42,CNBLUE - 직감 (直觉),seqRecur,0.8709511568123394,0.9440331183822944,0.9060207823960882,0.8709511568123394,0.9440331183822944,0.9060207823960882,0.5,0.6666666666666666,0.5714285714285715
43,Childish Gambino - Redbone,seqRecur,0.25,0.09259259259259259,0.13513513513513514,0.25,0.09259259259259259,0.13513513513513514,0.0,0.0,0.0
44,Christina Perri - A Thousand Years,seqRecur,0.8332896232188128,0.8677287209831588,0.8501605422761327,0.8332896232188128,0.8677287209831588,0.8501605422761327,0.25,0.3333333333333333,0.28571428571428575
45,Corrine Bailey Rae - Put Your Records On,seqRecur,0.8128342245989305,0.8160497315625883,0.81443880428652,0.8128342245989305,0.8160497315625883,0.81443880428652,0.0,0.0,0.0
46,Damien Rice - The Blower's Daughter,seqRecur,0.9158390843292374,0.7503792580333747,0.8248938750758035,0.9158390843292374,0.7503792580333747,0.8248938750758035,0.0,0.0,0.0
47,Dido - No Freedom (Original Version),seqRecur,0.7375140291806956,0.8357710651828296,0.7835743031748394,0.7375140291806956,0.8357710651828296,0.7835743031748394,0.5,1.0,0.6666666666666666
48,Disclosure、Sam Smith - Latch,seqRecur,0.8159280667951188,0.8045598480050662,0.8102040816326529,0.8159280667951188,0.8045598480050662,0.8102040816326529,0.0,0.0,0.0
49,Dua Lipa - New Rules,seqRecur,0.7307091089953106,0.6992113135708454,0.7146132999791536,0.7307091089953106,0.6992113135708454,0.7146132999791536,0.0,0.0,0.0
50,Ed Sheeran - Photograph,seqRecur,0.9834827273642864,0.8347580783039833,0.903037869330004,0.9834827273642864,0.8347580783039833,0.903037869330004,0.0,0.0,0.0
51,Ed Sheeran - Shape of You,seqRecur,0.6727272727272728,0.8920821680007716,0.7670301422115345,0.6727272727272728,0.8920821680007716,0.7670301422115345,0.0,0.0,0.0
52,Ed Sheeran - Thinking Out Loud,seqRecur,0.8674508029857498,0.69255079006772,0.7701963147060299,0.8674508029857498,0.69255079006772,0.7701963147060299,0.0,0.0,0.0
53,Fiona Apple - Why Try To Change Me Now,seqRecur,1.0,0.6675871137409597,0.8006623560952529,1.0,0.6675871137409597,0.8006623560952529,0.3333333333333333,0.5,0.4
54,Florence + The Machine - Dog Days Are Over,seqRecur,1.0,0.7362232992281459,0.8480744378392351,1.0,0.8271654734294647,0.9054083885209714,0.5,0.6666666666666666,0.5714285714285715
55,G.E.M.邓紫棋 - 我的秘密,seqRecur,0.9282799274486093,0.8837326426361607,0.9054587003796394,0.9282799274486093,0.8837326426361607,0.9054587003796394,0.5,1.0,0.6666666666666666
56,G.E.M.邓紫棋 - 泡沫,seqRecur,0.9641144075324216,0.8496281800391391,0.9032580202221947,0.9641144075324216,0.8496281800391391,0.9032580202221947,0.6,1.0,0.7499999999999999
57,H.E.R.、Daniel Caesar - Best Part,seqRecur,0.8885777155431086,0.8702978056426331,0.8793427694744135,0.8885777155431086,0.8702978056426331,0.8793427694744135,0.25,0.5,0.3333333333333333
58,Hozier - Take Me To Church,seqRecur,0.8885502387483489,0.8446161274746498,0.8660263392415088,0.8885502387483489,0.8446161274746498,0.8660263392415088,0.6666666666666666,0.6666666666666666,0.6666666666666666
59,Imagine Dragons - Radioactive,seqRecur,0.8002436053593177,0.8142181162685894,0.8071703802982073,0.8002436053593177,0.8142181162685894,0.8071703802982073,0.16666666666666666,0.3333333333333333,0.2222222222222222
60,John Legend - All of Me,seqRecur,0.9902408798698785,0.8229273944387229,0.8988645551376244,0.9902408798698785,0.8229273944387229,0.8988645551376244,0.0,0.0,0.0
61,Justin Bieber - Love Yourself,seqRecur,0.7894030851777328,0.8967619047619046,0.839664704833244,0.7894030851777328,0.8967619047619046,0.839664704833244,0.6666666666666666,0.6666666666666666,0.6666666666666666
62,Justin Bieber、Big Sean - As Long as You Love Me,seqRecur,0.498700334199777,0.5889489840666566,0.5400804289544234,0.498700334199777,0.5889489840666566,0.5400804289544234,0.0,0.0,0.0
63,Lady Gaga、Ariana Grande - Rain On Me,seqRecur,0.9204507231752438,0.832648714437852,0.8743509865005193,0.9204507231752438,0.832648714437852,0.8743509865005193,0.6666666666666666,0.6666666666666666,0.6666666666666666
64,Lana Del Rey - Young And Beautiful,seqRecur,0.8372803666921315,0.8478597215059307,0.8425368353619473,0.8372803666921315,0.8478597215059307,0.8425368353619473,0.5,1.0,0.6666666666666666
65,Lil Wayne、Wiz Khalifa、Imagine Dragons、Logic、Ty Dolla $ign、X Ambassadors - Sucker for Pain,seqRecur,0.8357278395229057,0.7544353358619845,0.7930036653591408,0.8357278395229057,0.7544353358619845,0.7930036653591408,0.16666666666666666,0.25,0.2
66,Lukas Graham - 7 Years,seqRecur,0.9946398659966499,0.7728751789665498,0.869845455211309,0.9946398659966499,0.7728751789665498,0.869845455211309,0.2857142857142857,0.4,0.3333333333333333
67,Mark Ronson、Bruno Mars - Uptown Funk,seqRecur,0.9333333333333337,0.8626782671091577,0.8966160156614154,0.9333333333333337,0.8626782671091577,0.8966160156614154,0.25,0.3333333333333333,0.28571428571428575
68,Martin Garrix、David Guetta、Jamie Scott、Romy Dya - So Far Away (Blinders Remix),seqRecur,1.0,0.6653742916790936,0.7990687679083096,1.0,0.6653742916790936,0.7990687679083096,0.25,0.5,0.3333333333333333
69,Meghan Trainor、John Legend - Like I'm Gonna Lose You,seqRecur,0.8913701741105221,0.8893504531722054,0.8903591682419658,0.8913701741105221,0.8893504531722054,0.8903591682419658,0.6,1.0,0.7499999999999999
70,Natasha Bedingfield - Soulmate,seqRecur,0.981104112634309,0.8335781741867787,0.9013445282804788,0.981104112634309,0.8335781741867787,0.9013445282804788,0.6666666666666666,0.6666666666666666,0.6666666666666666
71,P!nk - So What,seqRecur,0.8776063043835168,0.8187945163513826,0.8471809501168829,0.8776063043835168,0.8187945163513826,0.8471809501168829,0.0,0.0,0.0
72,P!nk - Try,seqRecur,0.9131936449458897,0.8430226378998831,0.8767062724509532,0.9131936449458897,0.8430226378998831,0.8767062724509532,0.3333333333333333,0.6666666666666666,0.4444444444444444
73,P!nk - What About Us,seqRecur,0.9305493523894593,0.8579369981470045,0.8927691483663631,0.9305493523894593,0.8579369981470045,0.8927691483663631,0.3333333333333333,0.6666666666666666,0.4444444444444444
74,P!nk、Nate Ruess - Just Give Me a Reason,seqRecur,0.9394174327168016,0.8224570929894309,0.8770551132251062,0.9394174327168016,0.8224570929894309,0.8770551132251062,0.3333333333333333,0.3333333333333333,0.3333333333333333
75,Pentatonix - Can't Help Falling In Love,seqRecur,0.7865424430641819,0.9245558530055971,0.8499832195995074,0.7865424430641819,0.9245558530055971,0.8499832195995074,0.5,0.5,0.5
76,Pentatonix - Can't Sleep Love,seqRecur,0.7177000819448237,0.8596433829543596,0.7822850762932637,0.7177000819448237,0.8596433829543596,0.7822850762932637,0.5,0.6666666666666666,0.5714285714285715
77,Pentatonix - Have Yourself A Merry Little Christmas,seqRecur,0.8339954003763329,0.951574427480916,0.8889136490250696,0.8339954003763329,0.951574427480916,0.8889136490250696,1.0,1.0,1.0
78,Pentatonix - Valentine,seqRecur,0.9295059258119132,0.7879697286012525,0.8529058682296446,0.9295059258119132,0.7879697286012525,0.8529058682296446,0.3333333333333333,0.5,0.4
79,Radiohead - Creep,seqRecur,0.5282925379050637,0.7552061198470034,0.621690962099125,0.5282925379050637,0.7552061198470034,0.621690962099125,0.0,0.0,0.0
80,Rihanna - Love the Way You Lie (Piano version),seqRecur,0.8310030395136777,0.9149058227363992,0.8709383817238554,0.8310030395136777,0.9149058227363992,0.8709383817238554,0.5,1.0,0.6666666666666666
81,Rihanna - Take a Bow,seqRecur,0.7790801717967074,0.8602054929855762,0.8176354587285194,0.7790801717967074,0.8602054929855762,0.8176354587285194,0.0,0.0,0.0
82,Rock Stars - Head Over Heels,seqRecur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Sam Fischer - This City,seqRecur,0.9349315068493151,0.9110122358175748,0.9228169014084506,0.9349315068493151,0.9110122358175748,0.9228169014084506,0.4,0.6666666666666666,0.5
84,Slash、Adam Levine - Gotten,seqRecur,0.892258294684267,0.8074905157801278,0.8477606881064363,0.892258294684267,0.8074905157801278,0.8477606881064363,0.4,0.6666666666666666,0.5
85,The Chainsmokers、Charlee - Inside Out,seqRecur,0.017528858486533766,0.0071465922956253265,0.010153541357108095,0.017528858486533766,0.0071465922956253265,0.010153541357108095,0.0,0.0,0.0
86,The Chainsmokers、Daya - Don't Let Me Down,seqRecur,0.6715844475180571,0.7293057409879836,0.6992559404752376,0.6715844475180571,0.7293057409879836,0.6992559404752376,0.0,0.0,0.0
87,The Chainsmokers、Halsey - Closer,seqRecur,0.873872215061683,0.7795663600525625,0.8240298637034466,0.873872215061683,0.7795663600525625,0.8240298637034466,0.3333333333333333,0.3333333333333333,0.3333333333333333
88,The Chainsmokers、ROZES - Roses,seqRecur,0.8929794520547945,0.8157200117313517,0.8526030756654573,0.8929794520547945,0.8157200117313517,0.8526030756654573,0.4,1.0,0.5714285714285715
89,The Police - Every Breath You Take,seqRecur,0.8535509483899428,0.5253869128427909,0.6504201680672268,0.8535509483899428,0.9285028790786944,0.8894507009882785,1.0,0.5,0.6666666666666666
90,The Real Group - Life For Me (Bonus Track),seqRecur,0.9447725930301241,0.8117229129662522,0.8732086802238297,0.9447725930301241,0.8117229129662522,0.8732086802238297,0.2,0.5,0.28571428571428575
91,Tom Odell - Another Love,seqRecur,0.7496639784946235,0.6621487930352199,0.7031939483084683,0.7496639784946235,0.6621487930352199,0.7031939483084683,0.25,0.3333333333333333,0.28571428571428575
92,Tom Odell - Concrete,seqRecur,0.9235294117647058,0.8848185980979216,0.9037596690052166,0.9235294117647058,0.8848185980979216,0.9037596690052166,0.0,0.0,0.0
93,Tom Odell - Here I Am,seqRecur,0.8950538998097656,0.6887045620883143,0.7784365090307461,0.8950538998097656,0.6887045620883143,0.7784365090307461,0.5,0.6666666666666666,0.5714285714285715
94,Tom Odell - Mystery,seqRecur,0.9768786127167629,0.8615123194562451,0.9155756207674945,0.9768786127167629,0.8615123194562451,0.9155756207674945,0.5,0.6666666666666666,0.5714285714285715
95,丁当 - 我爱他,seqRecur,0.9041501976284586,0.8073313547766102,0.8530022458578754,0.9041501976284586,0.8073313547766102,0.8530022458578754,0.125,0.5,0.2
96,丁当 - 猜不透,seqRecur,0.8795628415300545,0.7782612900106372,0.8258170437637883,0.8795628415300545,0.7782612900106372,0.8258170437637883,0.0,0.0,0.0
97,乔杉 - 塑料袋,seqRecur,0.9605042687305514,0.9735543873837442,0.9669853000240982,0.9605042687305514,0.9735543873837442,0.9669853000240982,0.25,1.0,0.4
